대분류코드,중분류코드,중분류명
B2,9,홍합
B2,99,기타해면패류
B3,1,가재
B3,2,게
B3,3,새우
B3,99,기타해면갑각류
B4,1,갑오징어
B4,2,꼴뚜기
B4,3,오징어
B4,4,문어
B4,5,화살오징어
B4,6,낙지
B4,7,주꾸미
B4,99,기타해면연체류
B5,1,거북
B5,2,개불
B5,3,갯지렁이
B5,4,고래
B5,5,미더덕
B5,6,성게
B5,7,우렁쉥이
B5,8,해삼
B5,9,해파리
B5,99,기타해면기타
B6,1,김
B6,10,풀가사리
B6,11,진두발
B6,12,청각
B6,13,석묵
B6,14,갈래곰보
B6,15,돌가사리
B6,16,볏붉은잎
B6,17,실말
B6,18,옥덩굴
B6,19,부리붉은잎
B6,2,꼬시래기
B6,20,세모가사리
B6,21,카라기난
B6,3,다시마
B6,4,도박
B6,5,말
B6,6,모자반
B6,7,미역
B6,8,우뭇가사리
B6,9,파래
B6,99,기타해조류
B7,1,가물치
B7,10,송어
B7,11,꺽지
B7,12,열목어
B7,13,드렁허리
B7,14,잉어
B7,15,동사리
B7,16,등목어
B7,17,버들치
B7,18,열대어
B7,19,송사리
B7,2,돔
B7,20,한줄퓨실리아
B7,21,흑연
B7,3,메기
B7,4,기름종개류어류
B7,5,동자개
B7,6,장어
B7,7,붕어
B7,8,바다빙어
B7,9,산천어
B7,99,기타내수면어류
B8,99,기타내수면기타
B9,1,재첩
B9,2,다슬기
B9,3,대칭이
B9,4,논우렁이
B9,99,기타 내수면 패류
BA,1,가재
BA,2,게
BA,3,새우
BA,99,기타 내수면갑각류
BB,99,기타 내수면 연체류
BC,1,순채
BC,2,미끈가지
BC,99,기타 내수면 조류
BD,1,개구리
BD,99,기타 내수면 양서류
BE,1,자라
BE,99,기타 내수면 파충류
BZ,1,염장기타
C1,1,큰가시고기
C1,10,꽁치
C1,11,게르치
C1,12,날치
C1,13,넙치
C1,14,노래미
C1,15,놀래기
C1,16,농어
C1,17,바리
C1,18,다랑어
C1,19,달고기
C1,2,가오리
C1,20,대구
C1,21,도루묵
C1,22,도치
C1,23,돔
C1,24,망둑어
C1,25,매퉁이
C1,26,멸치
C1,27,민어
C1,28,민태
C1,29,비막치어
C1,3,가자미
C1,30,병어
C1,31,뱅어
C1,32,보리멸
C1,33,복어
C1,34,볼락
C1,35,첨치과
C1,36,베도라치
C1,37,삼세기
C1,38,삼치
C1,39,상어
C1,4,갈치
C1,40,새치
C1,41,서대
C1,42,성대
C1,43,숭어
C1,44,아귀
C1,45,양미리
C1,46,양태(장대)
C1,47,연어
C1,48,검정우럭
C1,49,장갱이
C1,5,고등어
C1,50,장어
C1,51,전갱이
C1,52,쥐치
C1,53,준치
C1,54,철갑상어
C1,55,청어
C1,56,촉수
C1,57,갈치꼬치과어류
C1,58,학공치
C1,59,둑중개과어류
C1,6,까나리
C1,60,홍어
C1,61,실고기과어류
C1,62,개복치
C1,63,독가시치
C1,64,동갈양태
C1,65,동미리
C1,66,등가시치
C1,67,만새기
C1,68,배불뚝치
C1,69,바다빙어
C1,7,꼬치고기
C1,70,새다래
C1,71,샛멸
C1,72,황줄깜정이
C1,73,날새기
C1,74,통구멍
C1,75,꼬리치
C1,76,날개줄고기
C1,77,노랑벤자리
C1,78,동강연치
C1,79,다동가리
C1,8,곰치
C1,80,대주둥치
C1,81,대치
C1,82,물꽃치
C1,83,물수배기
C1,84,바닥가시치
C1,85,부치
C1,86,선홍치
C1,87,씬벵이
C1,88,압치
C1,89,앨퉁이
C1,9,꼼치
C1,90,은비늘치
C1,91,점매가리
C1,92,주걱치
C1,93,주둥치
C1,94,철갑둥어
C1,95,풀미역치
C1,96,학치
C1,97,홍메치
C1,98,활치
C1,99,기타해면어류
C1,A0,나비고기
C1,A1,둑중개
C1,A2,미올비늘치
C1,A3,샛비늘치
C1,A4,날개멸
C1,A5,물멸
C1,A6,발광멸
C1,A7,색줄멸
C1,A8,청황문절
C1,A9,여을멸
C1,B0,줄벤자리
C1,B1,밀크피시
C1,B2,색줄멸포
C1,B3,실치
C1,B4,바라문디
C1,B5,버터플라이킹피시
C1,B6,블랙피시
C1,B7,블루피쉬
C1,B8,스킬피쉬
C1,B9,시아멘시스
C1,C0,아이스피시
C1,C1,오렌지퍼치
C1,C2,자이언트시퍼치
C1,C3,토마토하인드
C1,C4,페헤레이(F)
C1,C5,퓨질리어피쉬
C1,C6,힐사이리사
C1,C7,듀피시
C1,C8,루비
C1,C9,블래시바스
C1,D0,블루마오리
C1,D1,블루아이
C1,D2,무레이코드
C1,D3,배창
C2,1,가리비
C2,10,우렁이
C2,11,피조개
C2,2,고둥
C2,3,꼬막
C2,4,굴
C2,5,맛조개
C2,6,바지락
C2,7,전복
C2,8,기타조개
C2,9,홍합
C2,99,기타해면패류
C3,1,가재
C3,2,게
C3,3,새우
C3,99,기타해면갑각류
C4,1,갑오징어
C4,2,꼴뚜기
C4,3,오징어
C4,4,문어
C4,5,화살오징어
C4,6,낙지
C4,7,주꾸미
C4,99,기타해면연체류
C5,1,거북
C5,2,개불
C5,3,갯지렁이
C5,4,고래
C5,5,미더덕
C5,6,성게
C5,7,우렁쉥이
C5,8,해삼
C5,9,해파리
C5,99,기타해면기타
C6,1,김
C6,10,풀가사리
C6,11,진두발
C6,12,청각
C6,13,석묵
C6,14,갈래곰보
C6,15,돌가사리
C6,16,볏붉은잎
C6,17,실말
C6,18,옥덩굴
C6,19,부리붉은잎
C6,2,꼬시래기
C6,20,세모가사리
C6,21,카라기난
C6,3,다시마
C6,4,도박
C6,5,말
C6,6,모자반
C6,7,미역
C6,8,우뭇가사리
C6,9,파래
C6,99,기타해조류
C7,1,가물치
C7,10,송어
C7,11,꺽지
C7,12,열목어
C7,13,드렁허리
C7,14,잉어
C7,15,동사리
C7,16,등목어
C7,17,버들치
C7,18,열대어
C7,19,송사리
C7,2,돔
C7,20,한줄퓨실리아
C7,21,흑연
C7,3,메기
C7,4,기름종개류어류
C7,5,동자개
C7,6,장어
C7,7,붕어
C7,8,바다빙어
C7,9,산천어
C7,99,기타내수면어류
C8,99,기타내수면기타
C9,1,재첩
C9,2,다슬기
C9,3,대칭이
C9,4,논우렁이
C9,99,기타 내수면 패류
CA,1,가재
CA,2,게
CA,3,새우
CA,99,기타 내수면갑각류
CB,99,기타 내수면 연체류
CC,1,순채
CC,2,미끈가지
CC,99,기타 내수면 조류
CD,1,개구리
CD,99,기타 내수면 양서류
CE,1,자라
CE,99,기타 내수면 파충류
CZ,1,조미기타
D1,1,큰가시고기
D1,10,꽁치
D1,11,게르치
D1,12,날치
D1,13,넙치
D1,14,노래미
D1,15,놀래기
D1,16,농어
D1,17,바리
D1,18,다랑어
D1,19,달고기
D1,2,가오리
D1,20,대구
D1,21,도루묵
D1,22,도치
D1,23,돔
D1,24,망둑어
D1,25,매퉁이
D1,26,멸치
D1,27,민어
D1,28,민태
D1,29,비막치어
D1,3,가자미
D1,30,병어
D1,31,뱅어
D1,32,보리멸
D1,33,복어
D1,34,볼락
D1,35,첨치과
D1,36,베도라치
D1,37,삼세기
D1,38,삼치
D1,39,상어
D1,4,갈치
D1,40,새치
D1,41,서대
D1,42,성대
D1,43,숭어
D1,44,아귀
D1,45,양미리
D1,46,양태(장대)
D1,47,연어
D1,48,검정우럭
D1,49,장갱이
D1,5,고등어
D1,50,장어
D1,51,전갱이
D1,52,쥐치
D1,53,준치
D1,54,철갑상어
D1,55,청어
D1,56,촉수
D1,57,갈치꼬치과어류
D1,58,학공치
D1,59,둑중개과어류
D1,6,까나리
D1,60,홍어
D1,61,실고기과어류
D1,62,개복치
D1,63,독가시치
D1,64,동갈양태
D1,65,동미리
D1,66,등가시치
D1,67,만새기
D1,68,배불뚝치
D1,69,바다빙어
D1,7,꼬치고기
D1,70,새다래
D1,71,샛멸
D1,72,황줄깜정이
D1,73,날새기
D1,74,통구멍
D1,75,꼬리치
D1,76,날개줄고기
D1,77,노랑벤자리
D1,78,동강연치
D1,79,다동가리
D1,8,곰치
D1,80,대주둥치
D1,81,대치
D1,82,물꽃치
D1,83,물수배기
D1,84,바닥가시치
D1,85,부치
D1,86,선홍치
D1,87,씬벵이
D1,88,압치
D1,89,앨퉁이
D1,9,꼼치
D1,90,은비늘치
D1,91,점매가리
D1,92,주걱치
D1,93,주둥치
D1,94,철갑둥어
D1,95,풀미역치
D1,96,학치
D1,97,홍메치
D1,98,활치
D1,99,기타해면어류
D1,A0,나비고기
D1,A1,둑중개
D1,A2,미올비늘치
D1,A3,샛비늘치
D1,A4,날개멸
D1,A5,물멸
D1,A6,발광멸
D1,A7,색줄멸
D1,A8,청황문절
D1,A9,여을멸
D1,B0,줄벤자리
D1,B1,밀크피시
D1,B2,색줄멸포
D1,B3,실치
D1,B4,바라문디
D1,B5,버터플라이킹피시
D1,B6,블랙피시
D1,B7,블루피쉬
D1,B8,스킬피쉬
D1,B9,시아멘시스
D1,C0,아이스피시
D1,C1,오렌지퍼치
D1,C2,자이언트시퍼치
D1,C3,토마토하인드
D1,C4,페헤레이(F)
D1,C5,퓨질리어피쉬
D1,C6,힐사이리사
D1,C7,듀피시
D1,C8,루비
D1,C9,블래시바스
D1,D0,블루마오리
D1,D1,블루아이
D1,D2,무레이코드
D1,D3,배창
D2,1,가리비
D2,10,우렁이
D2,11,피조개
D2,2,고둥
D2,3,꼬막
D2,4,굴
D2,5,맛조개
D2,6,바지락
D2,7,전복
D2,8,기타조개
D2,9,홍합
D2,99,기타해면패류
D3,1,가재
D3,2,게
D3,3,새우
D3,99,기타해면갑각류
D4,1,갑오징어
D4,2,꼴뚜기
D4,3,오징어
D4,4,문어
D4,5,화살오징어
D4,6,낙지
D4,7,주꾸미
D4,99,기타해면연체류
D5,1,거북
D5,2,개불
D5,3,갯지렁이
D5,4,고래
D5,5,미더덕
D5,6,성게
D5,7,우렁쉥이
D5,8,해삼
D5,9,해파리
D5,99,기타해면기타
D6,1,김
D6,10,풀가사리
D6,11,진두발
D6,12,청각
D6,13,석묵
D6,14,갈래곰보
D6,15,돌가사리
D6,16,볏붉은잎
D6,17,실말
D6,18,옥덩굴
D6,19,부리붉은잎
D6,2,꼬시래기
D6,20,세모가사리
D6,21,카라기난
D6,3,다시마
D6,4,도박
D6,5,말
D6,6,모자반
D6,7,미역
D6,8,우뭇가사리
D6,9,파래
D6,99,기타해조류
D7,1,가물치
D7,10,송어
D7,11,꺽지
D7,12,열목어
D7,13,드렁허리
D7,14,잉어
D7,15,동사리
D7,16,등목어
D7,17,버들치
D7,18,열대어
D7,19,송사리
D7,2,돔
D7,20,한줄퓨실리아
D7,21,흑연
D7,3,메기
D7,4,기름종개류어류
D7,5,동자개
D7,6,장어
D7,7,붕어
D7,8,바다빙어
D7,9,산천어
D7,99,기타내수면어류
D8,99,기타내수면기타
D9,1,재첩
D9,2,다슬기
D9,3,대칭이
D9,4,논우렁이
D9,99,기타 내수면 패류
DA,1,가재
DA,2,게
DA,3,새우
DA,99,기타 내수면갑각류
DB,99,기타 내수면 연체류
DC,1,순채
DC,2,미끈가지
DC,99,기타 내수면 조류
DD,1,개구리
DD,99,기타 내수면 양서류
DE,1,자라
DE,99,기타 내수면 파충류
DZ,1,통조림기타
EZ,1,어육소시지
EZ,2,어묵
F6,9,우뭇가사리
G1,99,기타어분
H1,99,기타어분
I1,99,기타어비
ZZ,00,기타
